Date;Country;Cases;Deaths;Population;Continent;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline;walking;driving
15/02/2020;Argentina;0.0;0.0;44780675.0;America;1.0;-3.0;-3.0;4.0;-1.0;0.0;103.47;127.62
15/02/2020;Australia;0.0;0.0;25203200.0;Oceania;4.0;3.0;-2.0;3.0;3.0;0.0;110.5;93.51
15/02/2020;Austria;0.0;0.0;8858775.0;Europe;9.0;1.0;42.0;13.0;0.0;-2.0;165.31;158.95
15/02/2020;Belgium;0.0;0.0;11455519.0;Europe;3.0;2.0;29.0;9.0;1.0;-1.0;235.37;135.91
15/02/2020;Brazil;0.0;0.0;211049519.0;America;5.0;4.0;-5.0;8.0;6.0;0.0;135.5;123.46
15/02/2020;Bulgaria;0.0;0.0;7000039.0;Europe;-1.0;0.0;-7.0;2.0;-1.0;0.0;150.96;129.46
15/02/2020;Cambodia;0.0;0.0;16486542.0;Asia;2.0;0.0;2.0;-17.0;5.0;0.0;99.77;97.93
15/02/2020;Canada;1.0;0.0;37411038.0;America;4.0;2.0;10.0;3.0;1.0;0.0;152.65;125.71
15/02/2020;Chile;0.0;0.0;18952035.0;America;2.0;4.0;9.0;0.0;-3.0;0.0;93.08;133.92
15/02/2020;Colombia;0.0;0.0;50339443.0;America;4.0;5.0;-5.0;1.0;7.0;1.0;117.66;120.98
15/02/2020;Croatia;0.0;0.0;4076246.0;Europe;10.0;2.0;29.0;5.0;1.0;-2.0;140.59;122.94
15/02/2020;Czechia;0.0;0.0;10649800.0;Europe;13.0;8.0;37.0;14.0;3.0;-2.0;195.4;135.66
15/02/2020;Denmark;0.0;0.0;5806081.0;Europe;-2.0;-1.0;-4.0;2.0;-6.0;0.0;125.1;104.27
15/02/2020;Egypt;1.0;0.0;100388076.0;Africa;4.0;8.0;9.0;8.0;5.0;0.0;117.62;116.49
15/02/2020;Estonia;0.0;0.0;1324820.0;Europe;4.0;0.0;-8.0;-1.0;1.0;0.0;219.01;156.51
15/02/2020;Finland;0.0;0.0;5517919.0;Europe;3.0;0.0;-11.0;0.0;-2.0;0.0;111.39;138.63
15/02/2020;France;0.0;1.0;67012883.0;Europe;-2.0;-1.0;23.0;12.0;-2.0;-1.0;126.34;126.61
15/02/2020;Germany;0.0;0.0;83019213.0;Europe;6.0;1.0;45.0;10.0;0.0;-1.0;161.49;128.0
15/02/2020;Greece;0.0;0.0;10724599.0;Europe;-2.0;0.0;-12.0;-3.0;1.0;1.0;157.11;123.65
15/02/2020;Hungary;0.0;0.0;9772756.0;Europe;14.0;6.0;46.0;16.0;4.0;-2.0;213.12;137.99
15/02/2020;India;0.0;0.0;1366417756.0;Asia;1.0;2.0;3.0;3.0;5.0;0.0;128.87;141.22
15/02/2020;Indonesia;0.0;0.0;270625567.0;Asia;-2.0;-2.0;-8.0;1.0;5.0;1.0;125.67;142.78
15/02/2020;Ireland;0.0;0.0;4904240.0;Europe;-11.0;-6.0;-36.0;-12.0;-4.0;3.0;188.57;136.51
15/02/2020;Israel;0.0;0.0;8519373.0;Asia;13.0;9.0;64.0;14.0;1.0;-3.0;106.47;112.53
15/02/2020;Italy;0.0;0.0;60359546.0;Europe;3.0;-1.0;35.0;9.0;0.0;-1.0;194.34;145.29
15/02/2020;Japan;8.0;0.0;126860299.0;Asia;-1.0;4.0;7.0;1.0;4.0;0.0;138.76;131.54
15/02/2020;Latvia;0.0;0.0;1919968.0;Europe;4.0;4.0;1.0;6.0;-1.0;-1.0;156.03;134.01
15/02/2020;Lithuania;0.0;0.0;2794184.0;Europe;2.0;4.0;44.0;9.0;1.0;-1.0;153.64;123.28
15/02/2020;Luxembourg;0.0;0.0;613894.0;Europe;-2.0;-1.0;40.0;4.0;-2.0;-2.0;127.75;89.15
15/02/2020;Malaysia;2.0;0.0;31949789.0;Asia;-4.0;-3.0;0.0;-3.0;2.0;2.0;106.73;131.39
15/02/2020;Mexico;0.0;0.0;127575529.0;America;6.0;4.0;6.0;4.0;3.0;-1.0;154.55;148.02
15/02/2020;Morocco;0.0;0.0;36471766.0;Africa;1.0;-2.0;1.0;-3.0;5.0;1.0;165.91;146.06
15/02/2020;Netherlands;0.0;0.0;17282163.0;Europe;1.0;1.0;11.0;3.0;0.0;0.0;173.3;104.1
15/02/2020;New Zealand;0.0;0.0;4783062.0;Oceania;8.0;5.0;0.0;8.0;4.0;0.0;115.87;103.9
15/02/2020;Norway;0.0;0.0;5328212.0;Europe;1.0;1.0;26.0;7.0;-1.0;-1.0;151.0;128.46
15/02/2020;Philippines;0.0;0.0;108116622.0;Asia;7.0;4.0;-1.0;1.0;6.0;0.0;110.69;100.02
15/02/2020;Poland;0.0;0.0;37972812.0;Europe;7.0;-1.0;26.0;4.0;0.0;-1.0;151.64;126.18
15/02/2020;Portugal;0.0;0.0;10276617.0;Europe;4.0;0.0;21.0;9.0;1.0;-1.0;195.54;157.05
15/02/2020;Romania;0.0;0.0;19414458.0;Europe;8.0;5.0;-5.0;5.0;4.0;-1.0;78.61;83.25
15/02/2020;Russia;0.0;0.0;145872260.0;Europe;10.0;8.0;1.0;8.0;1.0;-1.0;122.75;105.11
15/02/2020;Saudi Arabia;0.0;0.0;34268529.0;Asia;-5.0;0.0;-1.0;-6.0;0.0;2.0;121.28;113.37
15/02/2020;Singapore;9.0;0.0;5804343.0;Asia;-14.0;-9.0;-10.0;-17.0;-4.0;8.0;84.86;85.45
15/02/2020;Slovakia;0.0;0.0;5450421.0;Europe;11.0;5.0;41.0;12.0;3.0;-2.0;78.75;77.05
15/02/2020;Slovenia;0.0;0.0;2080908.0;Europe;11.0;5.0;41.0;22.0;7.0;-3.0;139.13;119.69
15/02/2020;South Africa;0.0;0.0;58558267.0;Africa;4.0;0.0;-2.0;-2.0;1.0;-2.0;193.21;138.04
15/02/2020;South Korea;0.0;0.0;51225321.0;Asia;-4.0;0.0;3.0;-6.0;1.0;3.0;115.82;110.5
15/02/2020;Spain;0.0;0.0;46937060.0;Europe;2.0;-1.0;26.0;8.0;0.0;-2.0;192.6;151.96
15/02/2020;Sweden;0.0;0.0;10230185.0;Europe;2.0;0.0;3.0;4.0;-2.0;0.0;133.07;139.42
15/02/2020;Switzerland;0.0;0.0;8544527.0;Europe;-1.0;-1.0;31.0;6.0;-2.0;-1.0;136.98;137.92
15/02/2020;Taiwan;0.0;0.0;23773881.0;Asia;-9.0;-4.0;-2.0;-10.0;56.0;-1.0;126.31;135.71
15/02/2020;Thailand;1.0;0.0;69625581.0;Asia;-3.0;1.0;-8.0;-2.0;7.0;1.0;106.33;132.17
15/02/2020;Turkey;0.0;0.0;82003882.0;Europe;2.0;3.0;-11.0;-4.0;7.0;1.0;143.77;134.93
15/02/2020;Ukraine;0.0;0.0;43993643.0;Europe;6.0;3.0;6.0;5.0;0.0;0.0;115.13;108.1
15/02/2020;United Arab Emirates;0.0;0.0;9770526.0;Asia;0.0;4.0;5.0;0.0;2.0;1.0;109.75;114.35
15/02/2020;United Kingdom;0.0;0.0;66647112.0;Europe;-12.0;-7.0;-35.0;-12.0;-4.0;2.0;152.82;109.55
15/02/2020;United States;0.0;0.0;329064917.0;America;6.0;2.0;15.0;3.0;2.0;-1.0;158.55;132.51
15/02/2020;Uruguay;0.0;0.0;3461731.0;America;2.0;-3.0;0.0;0.0;2.0;-1.0;88.1;123.6
15/02/2020;Vietnam;0.0;0.0;96462108.0;Asia;-6.0;-4.0;-11.0;-9.0;-4.0;7.0;115.14;116.4
16/02/2020;Argentina;0.0;0.0;44780675.0;America;-6.0;-6.0;-14.0;-2.0;-4.0;2.0;69.12;88.2
16/02/2020;Australia;0.0;0.0;25203200.0;Oceania;3.0;5.0;9.0;3.0;-1.0;0.0;103.76;98.27
16/02/2020;Austria;0.0;0.0;8858775.0;Europe;15.0;21.0;42.0;12.0;1.0;-2.0;113.75;120.22
16/02/2020;Belgium;0.0;0.0;11455519.0;Europe;-7.0;-3.0;-30.0;-3.0;-3.0;1.0;135.03;110.6
16/02/2020;Brazil;0.0;0.0;211049519.0;America;2.0;3.0;-13.0;3.0;0.0;1.0;97.46;92.31
16/02/2020;Bulgaria;0.0;0.0;7000039.0;Europe;17.0;7.0;68.0;16.0;4.0;-3.0;126.15;123.85
16/02/2020;Cambodia;0.0;0.0;16486542.0;Asia;2.0;0.0;2.0;-19.0;3.0;2.0;91.39;89.71
16/02/2020;Canada;0.0;0.0;37411038.0;America;13.0;8.0;41.0;4.0;0.0;-2.0;125.23;103.84
16/02/2020;Chile;0.0;0.0;18952035.0;America;3.0;5.0;5.0;4.0;-1.0;0.0;68.1;109.45
16/02/2020;Colombia;0.0;0.0;50339443.0;America;0.0;5.0;-5.0;-1.0;1.0;2.0;93.6;101.06
16/02/2020;Croatia;0.0;0.0;4076246.0;Europe;13.0;6.0;32.0;9.0;1.0;-2.0;116.0;122.61
16/02/2020;Czechia;0.0;0.0;10649800.0;Europe;12.0;8.0;28.0;9.0;2.0;-1.0;140.22;120.36
16/02/2020;Denmark;0.0;0.0;5806081.0;Europe;-7.0;-7.0;-33.0;-5.0;-6.0;1.0;81.17;98.93
16/02/2020;Egypt;0.0;0.0;100388076.0;Africa;-1.0;5.0;4.0;7.0;10.0;-1.0;107.69;109.34
16/02/2020;Estonia;0.0;0.0;1324820.0;Europe;6.0;-2.0;-17.0;-1.0;1.0;0.0;154.76;132.21
16/02/2020;Finland;0.0;0.0;5517919.0;Europe;-3.0;-2.0;-24.0;-8.0;-3.0;1.0;79.1;117.3
16/02/2020;France;0.0;0.0;67012883.0;Europe;6.0;2.0;9.0;7.0;-1.0;-1.0;74.44;96.71
16/02/2020;Germany;0.0;0.0;83019213.0;Europe;7.0;10.0;9.0;6.0;-1.0;0.0;98.68;109.63
16/02/2020;Greece;0.0;0.0;10724599.0;Europe;7.0;4.0;22.0;8.0;2.0;0.0;124.49;121.23
16/02/2020;Hungary;0.0;0.0;9772756.0;Europe;20.0;10.0;52.0;18.0;3.0;-2.0;157.31;120.76
16/02/2020;India;0.0;0.0;1366417756.0;Asia;2.0;2.0;3.0;2.0;0.0;0.0;123.88;134.78
16/02/2020;Indonesia;0.0;0.0;270625567.0;Asia;-3.0;-3.0;-7.0;-4.0;2.0;2.0;102.73;109.17
16/02/2020;Ireland;0.0;0.0;4904240.0;Europe;-6.0;-7.0;-29.0;-6.0;-1.0;2.0;142.91;123.27
16/02/2020;Israel;0.0;0.0;8519373.0;Asia;2.0;1.0;12.0;1.0;1.0;0.0;108.05;111.74
16/02/2020;Italy;0.0;0.0;60359546.0;Europe;3.0;2.0;26.0;11.0;1.0;-2.0;144.17;132.32
16/02/2020;Japan;14.0;0.0;126860299.0;Asia;-9.0;-6.0;-35.0;-10.0;-2.0;2.0;119.97;114.42
16/02/2020;Latvia;0.0;0.0;1919968.0;Europe;5.0;5.0;7.0;5.0;0.0;-1.0;101.4;110.55
16/02/2020;Lithuania;0.0;0.0;2794184.0;Europe;9.0;2.0;29.0;14.0;1.0;-2.0;115.37;105.49
16/02/2020;Luxembourg;0.0;0.0;613894.0;Europe;-7.0;-1.0;18.0;2.0;-3.0;-1.0;82.18;74.07
16/02/2020;Malaysia;1.0;0.0;31949789.0;Asia;-6.0;-4.0;0.0;-3.0;0.0;2.0;84.19;105.77
16/02/2020;Mexico;0.0;0.0;127575529.0;America;7.0;6.0;7.0;6.0;2.0;-1.0;107.0;103.95
16/02/2020;Morocco;0.0;0.0;36471766.0;Africa;0.0;-2.0;3.0;-5.0;0.0;0.0;146.49;129.27
16/02/2020;Netherlands;0.0;0.0;17282163.0;Europe;-10.0;-8.0;-31.0;-5.0;-3.0;2.0;107.28;90.25
16/02/2020;New Zealand;0.0;0.0;4783062.0;Oceania;4.0;4.0;-11.0;7.0;0.0;1.0;116.79;107.75
16/02/2020;Norway;0.0;0.0;5328212.0;Europe;-5.0;3.0;-34.0;-5.0;-3.0;1.0;87.75;120.93
16/02/2020;Philippines;0.0;0.0;108116622.0;Asia;3.0;5.0;-2.0;-3.0;1.0;1.0;95.59;91.69
16/02/2020;Poland;0.0;0.0;37972812.0;Europe;12.0;-13.0;18.0;6.0;-2.0;0.0;111.39;111.76
16/02/2020;Portugal;0.0;0.0;10276617.0;Europe;-3.0;2.0;-14.0;3.0;1.0;0.0;140.03;130.4
16/02/2020;Romania;0.0;0.0;19414458.0;Europe;12.0;10.0;24.0;10.0;4.0;-2.0;67.55;76.41
16/02/2020;Russia;0.0;0.0;145872260.0;Europe;8.0;7.0;3.0;6.0;3.0;0.0;105.19;105.2
16/02/2020;Saudi Arabia;0.0;0.0;34268529.0;Asia;-5.0;-2.0;0.0;-5.0;4.0;2.0;105.52;107.96
16/02/2020;Singapore;5.0;0.0;5804343.0;Asia;-19.0;-17.0;-18.0;-22.0;-7.0;8.0;77.54;76.86
16/02/2020;Slovakia;0.0;0.0;5450421.0;Europe;14.0;7.0;25.0;17.0;2.0;-2.0;64.12;73.0
16/02/2020;Slovenia;0.0;0.0;2080908.0;Europe;11.0;6.0;44.0;13.0;2.0;-3.0;110.51;112.7
16/02/2020;South Africa;0.0;0.0;58558267.0;Africa;-3.0;-1.0;-10.0;-6.0;-1.0;0.0;115.65;119.17
16/02/2020;South Korea;1.0;0.0;51225321.0;Asia;-11.0;0.0;-31.0;-15.0;-3.0;4.0;91.94;99.72
16/02/2020;Spain;0.0;0.0;46937060.0;Europe;2.0;3.0;13.0;5.0;-1.0;-2.0;133.31;130.41
16/02/2020;Sweden;0.0;0.0;10230185.0;Europe;-10.0;-7.0;-30.0;-11.0;-5.0;2.0;85.68;131.24
16/02/2020;Switzerland;0.0;0.0;8544527.0;Europe;10.0;12.0;30.0;8.0;-2.0;-1.0;95.29;112.08
16/02/2020;Taiwan;0.0;0.0;23773881.0;Asia;-14.0;-8.0;-21.0;-22.0;-8.0;5.0;99.66;109.23
16/02/2020;Thailand;0.0;0.0;69625581.0;Asia;-3.0;2.0;-5.0;-4.0;2.0;2.0;87.59;106.38
16/02/2020;Turkey;0.0;0.0;82003882.0;Europe;7.0;6.0;14.0;2.0;5.0;0.0;117.01;127.12
16/02/2020;Ukraine;0.0;0.0;43993643.0;Europe;4.0;3.0;2.0;4.0;7.0;0.0;100.66;105.35
16/02/2020;United Arab Emirates;0.0;0.0;9770526.0;Asia;1.0;4.0;4.0;1.0;2.0;1.0;105.64;107.47
16/02/2020;United Kingdom;0.0;0.0;66647112.0;Europe;-7.0;-6.0;-28.0;-7.0;-3.0;1.0;98.69;101.42
16/02/2020;United States;0.0;0.0;329064917.0;America;7.0;1.0;16.0;2.0;0.0;-1.0;116.26;102.27
16/02/2020;Uruguay;0.0;0.0;3461731.0;America;-7.0;-5.0;-9.0;-5.0;-3.0;1.0;63.72;91.1
16/02/2020;Vietnam;0.0;0.0;96462108.0;Asia;-9.0;-7.0;-9.0;-11.0;-7.0;7.0;105.98;102.65
17/02/2020;Argentina;0.0;0.0;44780675.0;America;-10.0;-8.0;-23.0;-2.0;7.0;1.0;93.42;92.28
17/02/2020;Australia;0.0;0.0;25203200.0;Oceania;-1.0;0.0;-6.0;7.0;17.0;-2.0;102.99;101.79
17/02/2020;Austria;0.0;0.0;8858775.0;Europe;9.0;5.0;35.0;3.0;-4.0;0.0;125.35;113.56
17/02/2020;Belgium;0.0;0.0;11455519.0;Europe;1.0;2.0;8.0;4.0;4.0;0.0;146.08;115.29
17/02/2020;Brazil;0.0;0.0;211049519.0;America;-2.0;0.0;-12.0;9.0;19.0;-1.0;109.05;95.54
17/02/2020;Bulgaria;0.0;0.0;7000039.0;Europe;4.0;5.0;22.0;8.0;3.0;-2.0;124.09;104.85
17/02/2020;Cambodia;0.0;0.0;16486542.0;Asia;-2.0;-1.0;0.0;-19.0;5.0;2.0;94.39;89.75
17/02/2020;Canada;0.0;0.0;37411038.0;America;-12.0;-15.0;63.0;-28.0;-52.0;11.0;99.59;95.14
17/02/2020;Chile;0.0;0.0;18952035.0;America;1.0;6.0;11.0;-3.0;-8.0;1.0;106.39;121.37
17/02/2020;Colombia;0.0;0.0;50339443.0;America;-1.0;3.0;-4.0;6.0;15.0;-1.0;94.03;90.13
17/02/2020;Croatia;0.0;0.0;4076246.0;Europe;5.0;3.0;18.0;5.0;1.0;-1.0;109.78;103.11
17/02/2020;Czechia;0.0;0.0;10649800.0;Europe;4.0;2.0;17.0;1.0;-2.0;0.0;142.74;115.34
17/02/2020;Denmark;0.0;0.0;5806081.0;Europe;-3.0;-1.0;0.0;-3.0;-2.0;1.0;97.36;102.21
17/02/2020;Egypt;0.0;0.0;100388076.0;Africa;0.0;3.0;6.0;4.0;15.0;-1.0;105.24;108.79
17/02/2020;Estonia;0.0;0.0;1324820.0;Europe;4.0;-1.0;-3.0;0.0;0.0;1.0;171.89;121.16
17/02/2020;Finland;0.0;0.0;5517919.0;Europe;3.0;2.0;10.0;-10.0;-13.0;2.0;95.11;108.23
17/02/2020;France;1.0;0.0;67012883.0;Europe;1.0;2.0;16.0;-6.0;-15.0;4.0;86.9;100.32
17/02/2020;Germany;0.0;0.0;83019213.0;Europe;2.0;2.0;7.0;1.0;-2.0;0.0;111.55;108.0
17/02/2020;Greece;0.0;0.0;10724599.0;Europe;8.0;3.0;24.0;10.0;3.0;-1.0;126.22;117.92
17/02/2020;Hungary;0.0;0.0;9772756.0;Europe;6.0;4.0;25.0;6.0;3.0;0.0;154.17;115.33
17/02/2020;India;0.0;0.0;1366417756.0;Asia;-1.0;1.0;3.0;1.0;4.0;0.0;112.46;110.74
17/02/2020;Indonesia;0.0;0.0;270625567.0;Asia;-3.0;-4.0;-7.0;-1.0;3.0;1.0;95.96;98.27
17/02/2020;Ireland;0.0;0.0;4904240.0;Europe;8.0;1.0;12.0;0.0;-8.0;2.0;151.15;129.51
17/02/2020;Israel;0.0;0.0;8519373.0;Asia;3.0;1.0;9.0;1.0;1.0;0.0;114.34;112.46
17/02/2020;Italy;0.0;0.0;60359546.0;Europe;0.0;1.0;7.0;3.0;1.0;0.0;123.94;110.43
17/02/2020;Japan;7.0;0.0;126860299.0;Asia;-2.0;1.0;-5.0;-1.0;0.0;1.0;122.2;111.43
17/02/2020;Latvia;0.0;0.0;1919968.0;Europe;0.0;-1.0;-2.0;0.0;1.0;1.0;123.11;108.26
17/02/2020;Lithuania;0.0;0.0;2794184.0;Europe;2.0;0.0;15.0;0.0;-14.0;3.0;129.57;112.58
17/02/2020;Luxembourg;0.0;0.0;613894.0;Europe;-3.0;-3.0;-1.0;-11.0;-22.0;4.0;101.19;89.04
17/02/2020;Malaysia;0.0;0.0;31949789.0;Asia;-5.0;-3.0;-4.0;-6.0;2.0;2.0;76.85;94.77
17/02/2020;Mexico;0.0;0.0;127575529.0;America;2.0;4.0;3.0;5.0;11.0;-2.0;108.47;104.15
17/02/2020;Morocco;0.0;0.0;36471766.0;Africa;-3.0;-3.0;0.0;-4.0;4.0;0.0;142.79;117.5
17/02/2020;Netherlands;0.0;0.0;17282163.0;Europe;0.0;-1.0;8.0;-3.0;-5.0;1.0;121.14;103.31
17/02/2020;New Zealand;0.0;0.0;4783062.0;Oceania;-2.0;-2.0;-5.0;15.0;31.0;-3.0;116.44;110.15
17/02/2020;Norway;0.0;0.0;5328212.0;Europe;2.0;0.0;13.0;-5.0;-12.0;2.0;106.78;113.44
17/02/2020;Philippines;0.0;0.0;108116622.0;Asia;-1.0;0.0;-3.0;-2.0;8.0;1.0;93.09;86.92
17/02/2020;Poland;0.0;0.0;37972812.0;Europe;6.0;1.0;20.0;1.0;1.0;0.0;123.96;110.33
17/02/2020;Portugal;0.0;0.0;10276617.0;Europe;0.0;3.0;8.0;3.0;3.0;0.0;148.49;123.16
17/02/2020;Romania;0.0;0.0;19414458.0;Europe;4.0;3.0;11.0;7.0;2.0;-1.0;75.78;78.7
17/02/2020;Russia;0.0;0.0;145872260.0;Europe;4.0;4.0;-1.0;3.0;1.0;1.0;123.52;100.8
17/02/2020;Saudi Arabia;0.0;0.0;34268529.0;Asia;-8.0;-4.0;3.0;-7.0;4.0;2.0;111.89;107.44
17/02/2020;Singapore;3.0;0.0;5804343.0;Asia;-12.0;-6.0;-7.0;-14.0;-4.0;7.0;79.96;79.12
17/02/2020;Slovakia;0.0;0.0;5450421.0;Europe;8.0;4.0;43.0;5.0;-6.0;0.0;66.4;77.12
17/02/2020;Slovenia;0.0;0.0;2080908.0;Europe;1.0;0.0;15.0;-6.0;-10.0;1.0;126.22;104.5
17/02/2020;South Africa;0.0;0.0;58558267.0;Africa;-10.0;-10.0;-10.0;3.0;4.0;1.0;129.77;106.58
17/02/2020;South Korea;1.0;0.0;51225321.0;Asia;-7.0;-6.0;-17.0;-6.0;0.0;5.0;107.37;106.35
17/02/2020;Spain;0.0;0.0;46937060.0;Europe;0.0;1.0;9.0;3.0;3.0;-1.0;125.89;114.74
17/02/2020;Sweden;0.0;0.0;10230185.0;Europe;-4.0;-3.0;-3.0;-6.0;-6.0;2.0;103.01;108.78
17/02/2020;Switzerland;0.0;0.0;8544527.0;Europe;-3.0;-4.0;-3.0;-2.0;-1.0;1.0;105.7;108.35
17/02/2020;Taiwan;2.0;1.0;23773881.0;Asia;-7.0;-3.0;-14.0;-17.0;-3.0;6.0;104.17;105.89
17/02/2020;Thailand;0.0;0.0;69625581.0;Asia;-3.0;1.0;-3.0;-4.0;2.0;1.0;81.69;90.95
17/02/2020;Turkey;0.0;0.0;82003882.0;Europe;6.0;5.0;10.0;5.0;8.0;-2.0;111.37;106.28
17/02/2020;Ukraine;0.0;0.0;43993643.0;Europe;4.0;3.0;5.0;5.0;6.0;0.0;112.72;108.7
17/02/2020;United Arab Emirates;1.0;0.0;9770526.0;Asia;-1.0;1.0;5.0;1.0;2.0;1.0;101.79;107.09
17/02/2020;United Kingdom;0.0;0.0;66647112.0;Europe;10.0;1.0;24.0;-2.0;-14.0;2.0;128.1;118.6
17/02/2020;United States;0.0;0.0;329064917.0;America;6.0;0.0;28.0;-9.0;-24.0;5.0;107.52;110.78
17/02/2020;Uruguay;0.0;0.0;3461731.0;America;-5.0;-6.0;-21.0;-4.0;7.0;1.0;82.86;94.13
17/02/2020;Vietnam;0.0;0.0;96462108.0;Asia;-9.0;-7.0;-7.0;-11.0;5.0;6.0;99.9;97.81
18/02/2020;Argentina;0.0;0.0;44780675.0;America;3.0;3.0;-2.0;9.0;9.0;-1.0;111.49;98.15
18/02/2020;Australia;0.0;0.0;25203200.0;Oceania;-3.0;-2.0;-13.0;7.0;14.0;-1.0;107.3;105.38
18/02/2020;Austria;0.0;0.0;8858775.0;Europe;8.0;5.0;40.0;2.0;-4.0;0.0;127.47;113.49
18/02/2020;Belgium;0.0;0.0;11455519.0;Europe;3.0;3.0;18.0;6.0;4.0;0.0;156.85;120.26
18/02/2020;Brazil;0.0;0.0;211049519.0;America;-3.0;-1.0;-11.0;9.0;15.0;-1.0;115.3;99.59
18/02/2020;Bulgaria;0.0;0.0;7000039.0;Europe;4.0;4.0;26.0;8.0;3.0;-2.0;124.06;107.76
18/02/2020;Cambodia;0.0;0.0;16486542.0;Asia;-2.0;0.0;-1.0;-20.0;5.0;1.0;92.79;89.44
18/02/2020;Canada;0.0;0.0;37411038.0;America;-1.0;4.0;6.0;-1.0;-1.0;1.0;114.61;111.82
18/02/2020;Chile;0.0;0.0;18952035.0;America;0.0;5.0;13.0;-3.0;-7.0;1.0;103.2;114.62
18/02/2020;Colombia;0.0;0.0;50339443.0;America;-3.0;1.0;-3.0;10.0;17.0;-1.0;95.51;89.95
18/02/2020;Croatia;0.0;0.0;4076246.0;Europe;1.0;-1.0;7.0;0.0;1.0;1.0;105.26;103.34
18/02/2020;Czechia;0.0;0.0;10649800.0;Europe;9.0;5.0;22.0;2.0;-2.0;0.0;142.46;116.58
18/02/2020;Denmark;0.0;0.0;5806081.0;Europe;1.0;1.0;9.0;-1.0;-1.0;1.0;107.58;107.19
18/02/2020;Egypt;0.0;0.0;100388076.0;Africa;0.0;4.0;2.0;5.0;12.0;-1.0;107.74;108.41
18/02/2020;Estonia;0.0;0.0;1324820.0;Europe;4.0;1.0;3.0;4.0;1.0;1.0;167.24;120.55
18/02/2020;Finland;0.0;0.0;5517919.0;Europe;2.0;2.0;22.0;-9.0;-13.0;2.0;103.72;111.13
18/02/2020;France;0.0;0.0;67012883.0;Europe;5.0;2.0;36.0;-4.0;-14.0;3.0;95.91;100.83
18/02/2020;Germany;0.0;0.0;83019213.0;Europe;2.0;2.0;10.0;1.0;-1.0;1.0;115.71;109.42
18/02/2020;Greece;0.0;0.0;10724599.0;Europe;1.0;3.0;12.0;-27.0;-2.0;1.0;127.66;123.39
18/02/2020;Hungary;0.0;0.0;9772756.0;Europe;5.0;4.0;24.0;5.0;2.0;0.0;155.29;116.53
18/02/2020;India;0.0;0.0;1366417756.0;Asia;0.0;2.0;4.0;2.0;3.0;0.0;111.89;109.83
18/02/2020;Indonesia;0.0;0.0;270625567.0;Asia;-3.0;-2.0;-4.0;1.0;2.0;1.0;95.66;96.71
18/02/2020;Ireland;0.0;0.0;4904240.0;Europe;6.0;-2.0;12.0;0.0;-7.0;1.0;151.25;133.33
18/02/2020;Israel;0.0;0.0;8519373.0;Asia;2.0;0.0;8.0;1.0;1.0;0.0;116.67;113.76
18/02/2020;Italy;0.0;0.0;60359546.0;Europe;3.0;1.0;16.0;4.0;1.0;0.0;131.03;112.72
18/02/2020;Japan;0.0;0.0;126860299.0;Asia;1.0;2.0;1.0;-2.0;0.0;1.0;122.62;111.19
18/02/2020;Latvia;0.0;0.0;1919968.0;Europe;1.0;2.0;6.0;0.0;2.0;0.0;127.67;109.37
18/02/2020;Lithuania;0.0;0.0;2794184.0;Europe;3.0;2.0;12.0;0.0;-13.0;3.0;133.57;117.64
18/02/2020;Luxembourg;0.0;0.0;613894.0;Europe;-3.0;-5.0;1.0;-13.0;-22.0;3.0;104.38;91.02
18/02/2020;Malaysia;0.0;0.0;31949789.0;Asia;-8.0;-7.0;-8.0;-9.0;2.0;2.0;78.7;94.23
18/02/2020;Mexico;0.0;0.0;127575529.0;America;0.0;-1.0;3.0;2.0;9.0;-2.0;105.64;103.08
18/02/2020;Morocco;0.0;0.0;36471766.0;Africa;0.0;-1.0;2.0;-4.0;5.0;0.0;138.71;119.15
18/02/2020;Netherlands;0.0;0.0;17282163.0;Europe;5.0;4.0;21.0;-3.0;-5.0;1.0;123.59;105.4
18/02/2020;New Zealand;0.0;0.0;4783062.0;Oceania;-1.0;2.0;1.0;8.0;15.0;-1.0;119.24;112.45
18/02/2020;Norway;0.0;0.0;5328212.0;Europe;3.0;-1.0;15.0;-5.0;-11.0;1.0;108.68;111.35
18/02/2020;Philippines;0.0;0.0;108116622.0;Asia;0.0;1.0;-3.0;0.0;5.0;0.0;96.74;88.97
18/02/2020;Poland;0.0;0.0;37972812.0;Europe;3.0;-1.0;13.0;-1.0;1.0;1.0;120.41;109.42
18/02/2020;Portugal;0.0;0.0;10276617.0;Europe;2.0;3.0;6.0;5.0;3.0;0.0;145.88;121.3
18/02/2020;Romania;0.0;0.0;19414458.0;Europe;3.0;5.0;9.0;6.0;2.0;-1.0;79.84;82.67
18/02/2020;Russia;0.0;0.0;145872260.0;Europe;7.0;5.0;5.0;5.0;2.0;0.0;126.8;99.18
18/02/2020;Saudi Arabia;0.0;0.0;34268529.0;Asia;-7.0;-3.0;3.0;-6.0;4.0;2.0;118.29;111.0
18/02/2020;Singapore;2.0;0.0;5804343.0;Asia;-13.0;-9.0;-7.0;-15.0;-5.0;7.0;76.02;78.7
18/02/2020;Slovakia;0.0;0.0;5450421.0;Europe;6.0;3.0;45.0;3.0;-6.0;0.0;66.27;77.77
