Date;Country;Cases;Deaths;Population;retail_and_recreation_percent_change_from_baseline;grocery_and_pharmacy_percent_change_from_baseline;parks_percent_change_from_baseline;transit_stations_percent_change_from_baseline;workplaces_percent_change_from_baseline;residential_percent_change_from_baseline;walking;driving;;
09/03/2021;Norway;1447;0;5367580;-19.0;-1.0;32.0;-41.0;-25.0;8.0;91.75;89.58;;
09/03/2021;Poland;6169;32;37958138;-24.0;-1.0;-2.0;-34.0;-21.0;8.0;78.8;88.51;;
09/03/2021;Portugal;365;25;10295909;-51.0;-1.0;-27.0;-56.0;-42.0;19.0;37.57;54.37;;
09/03/2021;Romania;2280;63;19328838;-27.0;1.0;-30.0;-30.0;-26.0;3.0;98.74;81.41;;
09/03/2021;Slovakia;4811;85;5457873;-51.0;-6.0;5.0;-47.0;-34.0;12.0;76.15;65.98;;
09/03/2021;Slovenia;213;0;2095861;-38.0;-9.0;14.0;-23.0;-21.0;7.0;116.45;86.04;;
09/03/2021;Spain;3968;291;47332614;-32.0;1.0;-6.0;-25.0;-19.0;6.0;64.41;76.58;;
09/03/2021;Sweden;5928;20;10327589;-24.0;-7.0;17.0;-42.0;-32.0;11.0;83.5;98.91;;
10/03/2021;Austria;2194;21;8901064;-42.0;-2.0;-10.0;-33.0;-26.0;10.0;76.92;88.62;;
10/03/2021;Belgium;3435;24;11522440;-32.0;3.0;4.0;-32.0;-24.0;11.0;97.37;96.05;;
10/03/2021;Bulgaria;3502;138;6951482;-35.0;-1.0;-29.0;-13.0;-25.0;5.0;92.07;79.63;;
10/03/2021;Croatia;491;12;4058165;-20.0;14.0;22.0;-22.0;-13.0;2.0;109.04;85.43;;
10/03/2021;Czechia;15380;238;10693939;-51.0;0.0;-8.0;-40.0;-34.0;15.0;47.89;66.76;;
10/03/2021;Denmark;527;0;5822763;-23.0;-6.0;29.0;-44.0;-32.0;11.0;101.34;106.6;;
10/03/2021;Estonia;1482;8;1328976;-12.0;5.0;-21.0;-32.0;-32.0;12.0;76.28;80.67;;
10/03/2021;Finland;588;4;5525292;-35.0;-1.0;23.0;-48.0;-36.0;13.0;81.4;98.96;;
10/03/2021;France;23641;368;67320216;-40.0;-2.0;3.0;-28.0;-23.0;9.0;70.6;92.56;;
10/03/2021;Germany;9146;300;83166711;-33.0;0.0;25.0;-33.0;-23.0;10.0;89.33;89.19;;
10/03/2021;Greece;3181;46;10718565;-54.0;7.0;15.0;-48.0;-34.0;11.0;72.88;66.2;;
10/03/2021;Hungary;5653;179;9769526;-41.0;-2.0;6.0;-39.0;-36.0;14.0;53.82;80.7;;
10/03/2021;Ireland;306;30;4964440;-49.0;-2.0;-29.0;-65.0;-45.0;19.0;36.55;57.17;;
10/03/2021;Italy;19725;376;59641488;-37.0;-1.0;-4.0;-41.0;-26.0;12.0;59.01;72.58;;
10/03/2021;Latvia;472;6;1907675;-34.0;-12.0;-6.0;-44.0;-35.0;12.0;63.64;67.79;;
10/03/2021;Lithuania;470;5;2794090;-40.0;32.0;16.0;-35.0;-30.0;9.0;104.54;81.93;;
10/03/2021;Luxembourg;145;5;626108;-39.0;-2.0;-17.0;-27.0;-26.0;11.0;84.81;79.22;;
10/03/2021;Netherlands;4297;56;17407585;-40.0;-1.0;8.0;-49.0;-29.0;11.0;75.46;80.38;;
10/03/2021;Norway;828;0;5367580;-24.0;-3.0;-11.0;-47.0;-25.0;11.0;83.48;93.57;;
10/03/2021;Poland;9953;282;37958138;-19.0;4.0;4.0;-31.0;-20.0;7.0;81.56;90.86;;
10/03/2021;Portugal;847;30;10295909;-52.0;-2.0;-23.0;-55.0;-41.0;19.0;36.92;55.21;;
10/03/2021;Romania;4989;93;19328838;-32.0;-3.0;-43.0;-35.0;-26.0;5.0;87.77;80.18;;
10/03/2021;Slovakia;5645;116;5457873;-50.0;-4.0;7.0;-47.0;-33.0;13.0;83.43;68.05;;
10/03/2021;Slovenia;741;0;2095861;-37.0;-4.0;12.0;-24.0;-19.0;7.0;111.53;86.81;;
10/03/2021;Spain;7163;234;47332614;-31.0;2.0;2.0;-24.0;-18.0;6.0;66.12;78.57;;
10/03/2021;Sweden;5329;20;10327589;-25.0;-5.0;8.0;-42.0;-30.0;11.0;83.43;100.77;;
11/03/2021;Austria;2847;12;8901064;-43.0;-2.0;-18.0;-33.0;-27.0;10.0;76.77;88.25;;
11/03/2021;Belgium;3535;26;11522440;-39.0;2.0;-14.0;-34.0;-25.0;13.0;93.7;93.58;;
11/03/2021;Bulgaria;2774;97;6951482;-31.0;5.0;-20.0;-9.0;-25.0;5.0;92.41;79.25;;
11/03/2021;Croatia;962;4;4058165;-21.0;11.0;19.0;-21.0;-13.0;2.0;108.69;85.01;;
11/03/2021;Czechia;14529;239;10693939;-55.0;-1.0;-30.0;-45.0;-34.0;17.0;45.48;66.64;;
11/03/2021;Denmark;2007;1;5822763;-29.0;-10.0;-9.0;-48.0;-34.0;13.0;88.74;103.43;;
11/03/2021;Estonia;1956;9;1328976;-47.0;-8.0;-17.0;-44.0;-39.0;16.0;66.23;79.07;;
11/03/2021;Finland;779;4;5525292;-35.0;0.0;9.0;-50.0;-35.0;13.0;79.15;100.14;;
11/03/2021;France;23804;264;67320216;-43.0;-1.0;-11.0;-29.0;-23.0;9.0;67.91;90.55;;
11/03/2021;Germany;14356;321;83166711;-39.0;-2.0;-12.0;-37.0;-24.0;11.0;85.39;89.57;;
11/03/2021;Greece;2629;43;10718565;-57.0;9.0;-6.0;-52.0;-35.0;11.0;69.57;65.73;;
11/03/2021;Hungary;8312;172;9769526;-42.0;-2.0;-9.0;-41.0;-36.0;15.0;53.22;83.98;;
11/03/2021;Ireland;631;47;4964440;-47.0;3.0;-17.0;-64.0;-44.0;19.0;40.31;57.98;;
11/03/2021;Italy;22275;332;59641488;-37.0;0.0;-13.0;-41.0;-27.0;12.0;58.28;73.17;;
11/03/2021;Latvia;639;21;1907675;-34.0;-7.0;-16.0;-44.0;-35.0;12.0;58.17;73.82;;
11/03/2021;Lithuania;486;10;2794090;-57.0;7.0;28.0;-54.0;-75.0;22.0;81.17;69.13;;
11/03/2021;Luxembourg;234;5;626108;-40.0;-4.0;-28.0;-30.0;-26.0;12.0;83.39;81.37;;
11/03/2021;Netherlands;5255;31;17407585;-47.0;-8.0;-17.0;-52.0;-32.0;14.0;73.27;80.55;;
11/03/2021;Norway;716;6;5367580;-29.0;-5.0;-18.0;-46.0;-27.0;12.0;80.67;91.25;;
11/03/2021;Poland;17277;398;37958138;-25.0;0.0;-21.0;-35.0;-21.0;8.0;75.29;90.82;;
11/03/2021;Portugal;642;22;10295909;-52.0;0.0;-33.0;-57.0;-42.0;20.0;34.28;54.87;;
11/03/2021;Romania;4564;100;19328838;-29.0;0.0;-34.0;-31.0;-25.0;4.0;95.81;82.71;;
11/03/2021;Slovakia;3943;109;5457873;-52.0;-4.0;-21.0;-49.0;-34.0;14.0;79.18;69.5;;
11/03/2021;Slovenia;952;11;2095861;-38.0;-7.0;-7.0;-27.0;-20.0;8.0;109.27;85.96;;
11/03/2021;Spain;6255;124;47332614;-31.0;3.0;-1.0;-24.0;-18.0;6.0;68.0;81.15;;
11/03/2021;Sweden;5333;15;10327589;-32.0;-12.0;-24.0;-46.0;-32.0;13.0;75.55;99.41;;
12/03/2021;Austria;2847;18;8901064;-42.0;1.0;-4.0;-34.0;-29.0;11.0;74.445;9.119.999.999.999.990;;
12/03/2021;Belgium;3790;20;11522440;-42.0;7.0;-8.0;-32.0;-24.0;14.0;10.642.500.000.000.000;102.11;;
12/03/2021;Bulgaria;3121;95;6951482;-31.0;7.0;-13.0;-9.0;-25.0;4.0;112.785;9.333.500.000.000.000;;
12/03/2021;Croatia;777;10;4058165;-30.0;11.0;-16.0;-27.0;-13.0;4.0;10.858.000.000.000.000;96.58;;
12/03/2021;Czechia;11274;241;10693939;-54.0;4.0;-19.0;-43.0;-33.0;17.0;43.03;63.800.000.000.000.000;;
12/03/2021;Denmark;862;2;5822763;-26.0;-4.0;24.0;-46.0;-32.0;12.0;12.327.000.000.000.000;114.65;;
12/03/2021;Estonia;1357;0;1328976;-50.0;-7.0;-30.0;-47.0;-39.0;17.0;92.17;96.13;;
12/03/2021;Finland;720;4;5525292;-37.0;-2.0;7.0;-52.0;-35.0;14.0;94.33;120.805;;
12/03/2021;France;24621;265;67320216;-42.0;-1.0;-14.0;-27.0;-23.0;11.0;79.06;10.138.499.999.999.900;;
12/03/2021;Germany;12834;252;83166711;-37.0;3.0;2.0;-37.0;-24.0;11.0;92.1;9.407.499.999.999.990;;
12/03/2021;Greece;2570;51;10718565;-55.0;21.0;16.0;-48.0;-34.0;11.0;8.120.500.000.000.000;69.4;;
12/03/2021;Hungary;9011;130;9769526;-41.0;6.0;-3.0;-39.0;-37.0;15.0;60.465;9.210.499.999.999.990;;
12/03/2021;Ireland;591;10;4964440;-46.0;8.0;-11.0;-62.0;-42.0;19.0;51.715;65.12;;
12/03/2021;Italy;25649;373;59641488;-37.0;5.0;-11.0;-41.0;-27.0;12.0;55.989.999.999.999.900;6.983.500.000.000.000;;
12/03/2021;Latvia;638;11;1907675;-34.0;-7.0;-22.0;-46.0;-35.0;13.0;7.089.500.000.000.000;87.155;;
12/03/2021;Lithuania;606;12;2794090;-50.0;16.0;-17.0;-41.0;-37.0;13.0;106.28;89.05;;
12/03/2021;Luxembourg;265;2;626108;-41.0;3.0;-24.0;-30.0;-27.0;13.0;97.11;8.375.999.999.999.990;;
12/03/2021;Netherlands;5319;50;17407585;-45.0;-2.0;-4.0;-49.0;-27.0;12.0;91.82;86.93;;
12/03/2021;Norway;684;1;5367580;-19.0;3.0;4.0;-43.0;-24.0;10.0;97.755;100.815;;
12/03/2021;Poland;21111;376;37958138;-24.0;4.0;-14.0;-33.0;-20.0;8.0;9.211.500.000.000.000;101.1;;
12/03/2021;Portugal;627;18;10295909;-54.0;2.0;-32.0;-55.0;-40.0;20.0;41.745.000.000.000.000;64.75;;
12/03/2021;Romania;5236;96;19328838;-26.0;7.0;-37.0;-26.0;-8.0;2.0;107.885;92.0;;
12/03/2021;Slovakia;4153;98;5457873;-51.0;2.0;-6.0;-48.0;-31.0;15.0;81.815;6.950.999.999.999.990;;
12/03/2021;Slovenia;860;17;2095861;-40.0;-5.0;-28.0;-30.0;-19.0;10.0;107.205;97.64;;
12/03/2021;Spain;5348;173;47332614;-33.0;5.0;-2.0;-24.0;-17.0;7.0;76.175;86.805;;
12/03/2021;Sweden;4994;19;10327589;-26.0;-6.0;-4.0;-44.0;-32.0;12.0;97.715;111.5;;
13/03/2021;Austria;3009;23;8901064;-42.0;-6.0;24.0;-34.0;-19.0;6.0;78.82;82.03;;
13/03/2021;Belgium;2191;24;11522440;-40.0;3.0;-20.0;-35.0;-9.0;11.0;104.28;92.21;;
13/03/2021;Bulgaria;3159;102;6951482;-27.0;4.0;2.0;-7.0;-15.0;0.0;115.02;92.82;;
13/03/2021;Croatia;823;12;4058165;-19.0;11.0;47.0;-26.0;-11.0;0.0;114.91;100.35;;
13/03/2021;Czechia;15110;218;10693939;-63.0;-2.0;-24.0;-44.0;-11.0;10.0;37.64;49.28;;
13/03/2021;Denmark;645;3;5822763;-32.0;-5.0;9.0;-47.0;-6.0;7.0;102.37;103.19;;
13/03/2021;Estonia;1586;24;1328976;-56.0;-9.0;-13.0;-46.0;-23.0;9.0;73.48;83.84;;
13/03/2021;Finland;706;4;5525292;-40.0;-3.0;10.0;-52.0;-10.0;7.0;81.91;110.35;;
13/03/2021;France;26446;290;67320216;-43.0;-3.0;-19.0;-31.0;-18.0;8.0;77.84;90.43;;
13/03/2021;Germany;12674;239;83166711;-47.0;-5.0;-21.0;-42.0;-9.0;9.0;82.41;83.74;;
13/03/2021;Greece;2357;49;10718565;-59.0;21.0;21.0;-52.0;-28.0;9.0;78.04;60.85;;
13/03/2021;Hungary;9444;163;9769526;-41.0;2.0;41.0;-26.0;-11.0;5.0;58.15;90.05;;
13/03/2021;Ireland;641;9;4964440;-47.0;19.0;-9.0;-59.0;-22.0;11.0;51.42;62.67;;
13/03/2021;Italy;26790;380;59641488;-41.0;0.0;0.0;-40.0;-23.0;10.0;71.16;70.38;;
13/03/2021;Latvia;632;9;1907675;-38.0;-10.0;-10.0;-43.0;-15.0;6.0;60.87;75.63;;
13/03/2021;Lithuania;364;10;2794090;-54.0;13.0;-9.0;-45.0;-5.0;6.0;83.02;68.56;;
13/03/2021;Luxembourg;182;6;626108;-40.0;4.0;-38.0;-39.0;-15.0;10.0;78.1;69.77;;
13/03/2021;Netherlands;6020;26;17407585;-51.0;-4.0;-20.0;-52.0;-3.0;10.0;73.11;72.59;;
13/03/2021;Norway;872;0;5367580;-27.0;-3.0;22.0;-45.0;-11.0;5.0;94.29;86.01;;
13/03/2021;Poland;18873;351;37958138;-26.0;-1.0;0.0;-29.0;-3.0;4.0;93.06;89.8;;
13/03/2021;Portugal;577;15;10295909;-63.0;-17.0;-39.0;-59.0;-27.0;15.0;36.24;48.61;;
13/03/2021;Romania;5010;108;19328838;-27.0;5.0;-30.0;-26.0;-9.0;1.0;90.54;80.55;;
13/03/2021;Slovakia;4742;102;5457873;-54.0;-3.0;5.0;-45.0;-9.0;7.0;69.18;56.15;;
13/03/2021;Slovenia;768;8;2095861;-34.0;1.0;23.0;-23.0;-8.0;5.0;103.39;86.72;;
13/03/2021;Spain;0;0;47332614;-36.0;-2.0;8.0;-25.0;-15.0;5.0;91.95;94.78;;
13/03/2021;Sweden;3953;19;10327589;-25.0;-4.0;18.0;-38.0;-3.0;5.0;92.79;105.56;;
14/03/2021;Austria;3325;17;8901064;-71.0;-34.0;-41.0;-46.0;-25.0;8.0;51.82;72.94;;
14/03/2021;Belgium;1403;20;11522440;-48.0;-3.0;3.0;-34.0;-6.0;8.0;84.28;83.74;;
14/03/2021;Bulgaria;2019;38;6951482;-18.0;4.0;85.0;6.0;-9.0;-5.0;97.57;86.62;;
14/03/2021;Croatia;823;23;4058165;-38.0;-3.0;-27.0;-37.0;-17.0;3.0;74.25;81.92;;
14/03/2021;Czechia;6970;143;10693939;-62.0;-11.0;-12.0;-45.0;-12.0;9.0;36.56;54.27;;
14/03/2021;Denmark;613;3;5822763;-19.0;-8.0;50.0;-40.0;-3.0;4.0;95.87;105.1;;
14/03/2021;Estonia;935;9;1328976;-55.0;-12.0;-17.0;-48.0;-24.0;8.0;65.97;74.77;;
14/03/2021;Finland;691;0;5525292;-43.0;-8.0;7.0;-54.0;-9.0;7.0;69.51;95.99;;
14/03/2021;France;17026;169;67320216;-45.0;10.0;-8.0;-30.0;-14.0;5.0;52.61;80.76;;
14/03/2021;Germany;10790;70;83166711;-55.0;-4.0;-5.0;-41.0;-6.0;6.0;74.87;81.15;;
14/03/2021;Greece;2503;52;10718565;-60.0;28.0;36.0;-52.0;-28.0;10.0;68.72;53.05;;
14/03/2021;Hungary;8863;162;9769526;-41.0;17.0;-8.0;-36.0;-13.0;5.0;39.44;70.88;;
14/03/2021;Ireland;538;16;4964440;-55.0;-5.0;-28.0;-64.0;-14.0;10.0;35.31;46.88;;
14/03/2021;Italy;26031;317;59641488;-54.0;-21.0;-27.0;-47.0;-20.0;11.0;52.68;60.11;;
14/03/2021;Latvia;578;11;1907675;-35.0;-9.0;27.0;-41.0;-10.0;3.0;57.27;70.43;;
14/03/2021;Lithuania;598;16;2794090;-56.0;9.0;6.0;-45.0;-3.0;4.0;71.39;62.06;;
14/03/2021;Luxembourg;197;7;626108;-57.0;-1.0;-24.0;-42.0;-19.0;7.0;56.34;60.58;;
14/03/2021;Netherlands;6390;22;17407585;-52.0;-4.0;26.0;-45.0;0.0;6.0;68.09;69.66;;
14/03/2021;Norway;0;0;5367580;-35.0;-1.0;2.0;-45.0;-9.0;4.0;83.81;93.43;;
14/03/2021;Poland;21063;344;37958138;-48.0;-17.0;-9.0;-34.0;-5.0;5.0;66.06;79.78;;
14/03/2021;Portugal;564;19;10295909;-66.0;-23.0;-38.0;-60.0;-23.0;13.0;33.23;44.81;;
14/03/2021;Romania;4964;79;19328838;-21.0;5.0;8.0;-21.0;-7.0;-1.0;90.58;82.7;;
14/03/2021;Slovakia;4687;94;5457873;-57.0;-9.0;-5.0;-49.0;-13.0;7.0;62.83;56.75;;
14/03/2021;Slovenia;852;10;2095861;-79.0;-89.0;-60.0;-52.0;-24.0;9.0;62.24;68.84;;
14/03/2021;Spain;0;0;47332614;-36.0;1.0;1.0;-30.0;-15.0;4.0;64.73;81.89;;
14/03/2021;Sweden;1040;22;10327589;-24.0;-11.0;34.0;-42.0;-4.0;5.0;82.94;107.8;;
15/03/2021;Austria;2664;17;8901064;-38.0;-3.0;-7.0;-32.0;-25.0;9.0;75.49;86.14;;
15/03/2021;Belgium;5304;25;11522440;-33.0;1.0;3.0;-33.0;-26.0;11.0;88.78;91.65;;
15/03/2021;Bulgaria;679;51;6951482;-31.0;1.0;-16.0;-14.0;-27.0;4.0;95.67;77.6;;
15/03/2021;Croatia;561;7;4058165;-17.0;13.0;20.0;-21.0;-12.0;2.0;100.69;81.41;;
15/03/2021;Czechia;3342;153;10693939;-50.0;-1.0;-18.0;-40.0;-33.0;15.0;44.06;65.8;;
15/03/2021;Denmark;541;1;5822763;-20.0;-8.0;29.0;-42.0;-33.0;10.0;105.18;111.09;;
15/03/2021;Estonia;1279;9;1328976;-42.0;-7.0;-4.0;-43.0;-39.0;15.0;76.7;77.76;;
15/03/2021;Finland;863;1;5525292;-31.0;0.0;11.0;-47.0;-30.0;11.0;81.69;94.01;;
15/03/2021;France;4244;140;67320216;-39.0;-6.0;-5.0;-28.0;-23.0;9.0;62.09;88.0;;
15/03/2021;Germany;6604;47;83166711;-33.0;-1.0;-3.0;-33.0;-24.0;9.0;85.29;88.24;;
15/03/2021;Greece;1626;53;10718565;-60.0;-54.0;40.0;-65.0;-76.0;19.0;59.43;51.31;;
15/03/2021;Hungary;7706;131;9769526;-72.0;-82.0;66.0;-63.0;-83.0;27.0;50.65;82.66;;
15/03/2021;Ireland;383;0;4964440;-40.0;2.0;20.0;-58.0;-43.0;15.0;41.27;56.39;;
15/03/2021;Italy;21304;264;59641488;-48.0;-13.0;-24.0;-50.0;-31.0;14.0;45.38;57.96;;
15/03/2021;Latvia;297;10;1907675;-29.0;-10.0;5.0;-42.0;-36.0;11.0;72.31;76.59;;
15/03/2021;Lithuania;431;7;2794090;-38.0;17.0;7.0;-37.0;-30.0;10.0;95.35;79.0;;
15/03/2021;Luxembourg;177;1;626108;-34.0;-4.0;-12.0;-29.0;-27.0;11.0;82.92;78.01;;
15/03/2021;Netherlands;5967;22;17407585;-38.0;-5.0;9.0;-49.0;-32.0;12.0;72.72;76.99;;
15/03/2021;Norway;0;0;5367580;-16.0;0.0;28.0;-41.0;-25.0;9.0;92.56;93.47;;
15/03/2021;Poland;17272;110;37958138;-23.0;-1.0;-6.0;-34.0;-21.0;7.0;76.53;85.55;;
15/03/2021;Portugal;541;15;10295909;-42.0;4.0;-15.0;-51.0;-34.0;15.0;39.17;58.28;;
15/03/2021;Romania;4383;44;19328838;-28.0;1.0;-37.0;-31.0;-26.0;4.0;88.7;80.1;;
15/03/2021;Slovakia;2314;88;5457873;-45.0;0.0;6.0;-44.0;-33.0;12.0;84.08;68.48;;
15/03/2021;Slovenia;521;3;2095861;-33.0;-3.0;27.0;-23.0;-19.0;7.0;105.8;83.37;;
15/03/2021;Spain;11358;166;47332614;-28.0;0.0;6.0;-24.0;-17.0;5.0;64.48;79.03;;
15/03/2021;Sweden;2715;21;10327589;-22.0;-7.0;12.0;-42.0;-29.0;10.0;85.87;97.63;;
16/03/2021;Austria;1910;22;8901064;-42.0;-3.0;-16.0;-34.0;-26.0;10.0;73.11;86.42;;
16/03/2021;Belgium;4630;27;11522440;-36.0;2.0;-10.0;-34.0;-26.0;12.0;89.42;93.89;;
16/03/2021;Bulgaria;4637;187;6951482;-36.0;-3.0;-33.0;-22.0;-29.0;6.0;89.51;76.24;;
16/03/2021;Croatia;129;8;4058165;-20.0;10.0;19.0;-21.0;-12.0;3.0;103.01;84.46;;
16/03/2021;Czechia;10542;278;10693939;-51.0;1.0;-23.0;-41.0;-34.0;16.0;44.72;67.69;;
16/03/2021;Denmark;612;2;5822763;-17.0;-3.0;98.0;-37.0;-31.0;9.0;114.57;111.18;;
16/03/2021;Estonia;1462;11;1328976;-41.0;-6.0;8.0;-40.0;-39.0;14.0;79.66;81.3;;
16/03/2021;Finland;465;1;5525292;-33.0;-1.0;16.0;-47.0;-30.0;12.0;84.02;95.78;;
16/03/2021;France;38779;333;67320216;-39.0;-3.0;-1.0;-28.0;-23.0;9.0;65.09;88.65;;
16/03/2021;Germany;5480;238;83166711;-34.0;1.0;12.0;-32.0;-23.0;10.0;87.85;89.47;;
16/03/2021;Greece;1134;46;10718565;-58.0;5.0;-9.0;-50.0;-36.0;11.0;71.17;65.11;;
16/03/2021;Hungary;4926;143;9769526;-38.0;8.0;-3.0;-40.0;-37.0;14.0;53.61;81.11;;
16/03/2021;Ireland;575;0;4964440;-33.0;18.0;66.0;-54.0;-42.0;13.0;53.05;63.39;;
16/03/2021;Italy;15252;354;59641488;-46.0;-7.0;-19.0;-49.0;-32.0;14.0;46.65;59.86;;
16/03/2021;Latvia;176;2;1907675;-29.0;-7.0;24.0;-41.0;-38.0;10.0;79.24;80.37;;
16/03/2021;Lithuania;259;14;2794090;-38.0;19.0;18.0;-36.0;-30.0;9.0;111.34;83.41;;
16/03/2021;Luxembourg;49;4;626108;-36.0;-2.0;-19.0;-27.0;-27.0;11.0;84.48;81.27;;
16/03/2021;Netherlands;5465;18;17407585;-36.0;0.0;10.0;-50.0;-32.0;12.0;78.41;79.84;;
16/03/2021;Norway;2400;1;5367580;-21.0;1.0;28.0;-43.0;-26.0;9.0;92.7;90.37;;
16/03/2021;Poland;10895;28;37958138;-25.0;-1.0;-4.0;-35.0;-21.0;8.0;78.74;86.67;;
16/03/2021;Portugal;256;10;10295909;-42.0;5.0;-13.0;-50.0;-35.0;15.0;42.96;61.23;;
16/03/2021;Romania;2972;82;19328838;-31.0;0.0;-45.0;-36.0;-26.0;5.0;86.89;82.47;;
16/03/2021;Slovakia;3802;77;5457873;-49.0;-1.0;-6.0;-45.0;-33.0;12.0;79.18;70.52;;
16/03/2021;Slovenia;204;2;2095861;-35.0;-5.0;16.0;-22.0;-19.0;7.0;113.02;87.57;;
16/03/2021;Spain;4962;141;47332614;-29.0;1.0;4.0;-23.0;-18.0;5.0;66.52;80.42;;
16/03/2021;Sweden;6786;15;10327589;-21.0;-5.0;50.0;-39.0;-28.0;9.0;90.67;101.16;;
17/03/2021;Austria;2487;23;8901064;-42.0;-2.0;-11.0;-32.0;-25.0;10.0;74.29;87.8;;
17/03/2021;Belgium;4869;25;11522440;-34.0;2.0;-1.0;-32.0;-24.0;11.0;96.64;96.8;;
17/03/2021;Bulgaria;4374;107;6951482;-35.0;-2.0;-32.0;-20.0;-28.0;7.0;90.4;77.53;;
17/03/2021;Croatia;691;12;4058165;-21.0;14.0;15.0;-22.0;-12.0;3.0;98.91;85.07;;
17/03/2021;Czechia;14029;245;10693939;-52.0;1.0;-24.0;-41.0;-32.0;16.0;43.78;71.16;;
17/03/2021;Denmark;771;2;5822763;-20.0;-4.0;67.0;-38.0;-30.0;10.0;114.4;112.2;;
17/03/2021;Estonia;1783;6;1328976;-42.0;-4.0;-1.0;-40.0;-38.0;15.0;73.12;81.52;;
17/03/2021;Finland;517;3;5525292;-33.0;-1.0;27.0;-47.0;-29.0;12.0;84.71;99.74;;
17/03/2021;France;30758;408;67320216;-41.0;-4.0;-5.0;-29.0;-22.0;9.0;68.28;91.46;;
17/03/2021;Germany;13435;249;83166711;-35.0;-1.0;13.0;-32.0;-22.0;10.0;86.61;89.3;;
17/03/2021;Greece;1508;59;10718565;-55.0;7.0;10.0;-48.0;-35.0;11.0;73.94;67.36;;
17/03/2021;Hungary;3456;195;9769526;-41.0;-1.0;-7.0;-41.0;-36.0;15.0;56.98;84.35;;
17/03/2021;Ireland;347;18;4964440;-49.0;-6.0;113.0;-65.0;-76.0;25.0;55.18;52.63;;
17/03/2021;Italy;20376;502;59641488;-46.0;-6.0;-16.0;-48.0;-30.0;14.0;48.11;61.88;;
17/03/2021;Latvia;645;8;1907675;-30.0;-9.0;11.0;-42.0;-37.0;11.0;71.08;78.79;;
17/03/2021;Lithuania;646;6;2794090;-38.0;19.0;15.0;-36.0;-29.0;10.0;99.32;83.9;;
17/03/2021;Luxembourg;185;4;626108;-41.0;-3.0;-25.0;-28.0;-26.0;11.0;89.92;80.31;;
17/03/2021;Netherlands;4893;32;17407585;-25.0;8.0;30.0;-42.0;-28.0;10.0;93.92;82.87;;
17/03/2021;Norway;861;1;5367580;-24.0;0.0;27.0;-45.0;-26.0;10.0;93.72;92.39;;
17/03/2021;Poland;14394;372;37958138;-23.0;1.0;-8.0;-34.0;-20.0;8.0;77.84;87.57;;
17/03/2021;Portugal;384;13;10295909;-42.0;4.0;-5.0;-48.0;-33.0;15.0;43.96;62.32;;
17/03/2021;Romania;6118;133;19328838;-29.0;2.0;-43.0;-33.0;-25.0;5.0;88.87;83.18;;
17/03/2021;Slovakia;4715;64;5457873;-49.0;-2.0;-9.0;-47.0;-32.0;13.0;85.46;73.39;;
17/03/2021;Slovenia;882;0;2095861;-36.0;-4.0;8.0;-23.0;-16.0;8.0;113.75;89.58;;
17/03/2021;Spain;6092;228;47332614;-29.0;4.0;4.0;-24.0;-17.0;6.0;68.47;82.77;;
17/03/2021;Sweden;6432;19;10327589;-21.0;-5.0;35.0;-40.0;-27.0;10.0;89.48;103.62;;
18/03/2021;Austria;2814;33;8901064;-44.0;-1.0;-19.0;-33.0;-26.0;10.0;74.89;87.93;;
18/03/2021;Belgium;5078;26;11522440;-38.0;4.0;-4.0;-32.0;-24.0;13.0;91.89;93.75;;
18/03/2021;Bulgaria;4201;136;6951482;-29.0;6.0;-18.0;-11.0;-27.0;5.0;94.47;76.23;;
18/03/2021;Croatia;1445;12;4058165;-22.0;13.0;12.0;-22.0;-11.0;3.0;100.72;84.09;;
18/03/2021;Czechia;12028;215;10693939;-51.0;3.0;-12.0;-40.0;-32.0;15.0;46.18;70.4;;
18/03/2021;Denmark;787;1;5822763;-19.0;-3.0;73.0;-40.0;-30.0;10.0;110.49;111.21;;
18/03/2021;Estonia;1700;13;1328976;-43.0;-6.0;-8.0;-42.0;-39.0;15.0;76.96;89.46;;
18/03/2021;Finland;842;4;5525292;-34.0;0.0;27.0;-49.0;-29.0;12.0;83.99;102.92;;
18/03/2021;France;30439;241;67320216;-42.0;0.0;-9.0;-28.0;-22.0;9.0;72.02;96.81;;
18/03/2021;Germany;17504;227;83166711;-36.0;2.0;8.0;-33.0;-22.0;10.0;88.27;90.3;;
18/03/2021;Greece;3458;56;10718565;-54.0;9.0;12.0;-48.0;-35.0;11.0;70.37;66.52;;
18/03/2021;Hungary;6502;207;9769526;-41.0;-1.0;-12.0;-41.0;-36.0;15.0;53.99;82.51;;
18/03/2021;Ireland;552;14;4964440;-45.0;4.0;12.0;-61.0;-45.0;17.0;43.58;58.36;;
18/03/2021;Italy;23040;431;59641488;-46.0;-3.0;-26.0;-48.0;-31.0;15.0;47.75;62.76;;
18/03/2021;Latvia;818;12;1907675;-31.0;-5.0;6.0;-41.0;-37.0;11.0;82.14;83.67;;
18/03/2021;Lithuania;599;11;2794090;-42.0;18.0;-8.0;-38.0;-30.0;10.0;93.56;82.46;;
18/03/2021;Luxembourg;297;7;626108;-39.0;-1.0;-10.0;-26.0;-25.0;11.0;87.84;80.16;;
18/03/2021;Netherlands;5918;46;17407585;-42.0;-3.0;4.0;-51.0;-30.0;13.0;76.41;80.02;;
